31029218440000,29,Cotton Well Drilling Co._ Inc.,21844,Gamel #1,Concord,Medina,12,4616,75,1998;
31101217030100,101,Columbia Natural Resources_ Inc.,21703,Radigan 623267-A,Pulteney,Black River,9,237803,,1999;
31009186530000,9,Chautauqua Energy_  Inc.,18653,Gable_ D. #1,Dayton,Medina,12,186,0,1994;
31029169690000,29,Subsea Oil & Gas_ Inc.,16969,Green 1,Evans,Medina,12,3086,100,1987;
31099196730000,99,Columbia Natural Resources_ Inc.,19673,Boyle 1 (4115),Varick,Queenston,12,3613,0,1994;
31013211540000,13,Great Lakes Energy Partners,21154,Sprague_ R #1,Ellington,Medina,12,44736,4,1989;
31013166190000,13,Great Lakes Energy Partners,16619,Nordland_J 1,Kiantone,Medina,11,2619,0,1989;
31009171970000,9,Kastle Resources Enterprises_ Inc.,17197,Cowen #4,Conewango,Medina,12,487,0,1999;
31009219340000,9,Great Lakes Energy Partners,21934,Miller #1241,Leon,Medina,12,3275,0,1994;
31013118030000,13,Belden & Blake Corporation,11803,Burger 1277,Arkwright,Medina,9,2379,0,1986;
31029187300000,29,Sierra Energy_ Inc.,18730,Davis1,Elma,Medina,12,1337,4,1999;
31013168860000,13,REI-NY_ Inc.,16886,Haller 4,Ellery,Medina,10,2191,50,1998;
31051161090000,51,Lenape Resources_ Inc.,16109,Wadsworth 58,Caledonia,Medina,10,1579,0,1998;
31013200780000,13,Peek'n Peak Recreation_ Inc.,20078,Pommer_ C #1,French Creek,Medina,12,1130,0,1996;
31013143870000,13,Cotton Well Drilling Co._ Inc.,14387,Warnshius Ix #3117,Sherman,Medina,12,3037,275,1994;
31037175320000,37,Lenape Resources_ Inc.,17532,Macintyre 1 (261),Pavilion,Medina,12,3341,0,1986;
31009180440000,9,Texas Keystone_ Inc.,18044,Strickland #1,Otto,Medina,12,821,0,1999;
31013167990000,13,Kastle Resources Enterprises_ Inc.,16799,Pickup #1,Cherry Creek,Medina,12,1757,0,1986;
31029139550000,29,Stedman Energy_ Inc.,13955,Thomas J #1,Evans,Medina,12,1988,10,1999;
31099195840000,99,Rasmussen_ Ronnie O.,19584,Skinner 1,Fayette,Queenston,12,18229,0,1988;
31013200950000,13,Great Lakes Energy Partners,20095,Caflisch_ E #3-J,Clymer,Medina,12,6283,0,1999;
31029041220000,29,Reserve Gas Co._ Inc.,4122,Leheigh Valley R R 2,Alden,Medina,0,0,0,1993;
31053039720000,53,Elliot_ Douglas,3972,Elliot Douglas 1,Brookfield,Herkimer,12,0,0,1993;
31029132820000,29,Stedman Energy_ Inc.,13282,Ward 1,Elma,Medina,12,7431,0,1993;
31099204150000,99,Pioneer Resources_ Inc.,20415,Swartley 1,Fayette,Queenston,12,1570,0,1998;
31013223050000,13,Schreiner Oil & Gas_ Inc.,22305,Leone #1,Hanover,Medina,12,3039,0,1999;
31029154900000,29,Weil Resources_ Inc.,15490,Buffalo Creek #1,Marilla,Medina,12,2991,0,1994;
31037173200000,37,New York Gas & Oil Co_ Inc.,17320,Darien Lake State Park 7,Darien,Medina,12,2581,0,1995;
31013158050000,13,Great Lakes Energy Partners,15805,White_ H 2,French Creek,Medina,9,1142,0,1989;
31009162690000,9,Pefley Oil & Gas_ Inc.,16269,Frentz_ A #1,New Albion,Medina,0,0,0,1990;
